record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
325,2025-09-23T13:33:14,aut_38271,autonomous_vehicle,Kolkata,edge_048,2.614,slice_3,eMBB,UDP,0.011,29.193,1.09,0.03,28.649,71,1.281,2,-63,97.4,62.03,49.7,mobile,control_command,37.986,10.0,npu,0.975,19.249,edge,tls,True,0,0,False,medium,2.329,1,,0.848,3.405,0
326,2025-09-02T07:42:40,tra_21593,traffic_sensor,Delhi,edge_027,6.343,slice_8,URLLC,TCP,2.482,5.058,2.968,0.191,12.233,124,0.0,0,-63,29.92,30.1,93.6,aerial,predictive_maintenance,1.347,1.0,gpu,2.056,2.68,edge,tls,True,1,1,False,medium,20.513,1,,2.217,5.885,1
327,2025-09-02T02:51:01,wea_13517,wearable,Delhi,edge_010,6.156,slice_8,mMTC,HTTP/3,0.407,0.598,12.783,0.365,-1.232,141,0.0,0,-58,9.02,15.91,61.1,mobile,anomaly_detection,54.416,10.0,gpu,8.941,0.479,hybrid,tls,True,1,3,False,medium,17.852,1,,10.647,23.608,0
328,2025-09-25T02:37:38,tra_43804,traffic_sensor,Mumbai,edge_045,0.27,slice_10,eMBB,HTTP/3,0.011,1.08,23.297,0.154,-2.599,328,1.045,1,-64,26.12,46.77,66.2,aerial,anomaly_detection,62.122,50.0,tiny_ml,14.206,2.101,edge,tls,True,1,2,False,low,19.331,1,,15.626,38.696,0
329,2025-09-27T17:02:34,sma_48228,smart_meter,Mumbai,edge_041,0.228,slice_3,URLLC,UDP,0.197,0.097,35.611,2.96,-0.081,143,0.07,2,-48,5.36,8.28,27.0,vehicular,video_analytics,21.015,1.0,edge_tpu,26.501,0.136,edge,tls,True,0,0,False,high,40.408,1,,24.217,61.972,1
330,2025-09-08T15:33:26,ind_11690,industrial_sensor,Delhi,edge_034,0.118,slice_7,mMTC,HTTP/3,1.655,2.31,8.098,0.369,4.33,242,0.772,3,-49,20.44,22.23,4.4,mobile,anomaly_detection,112.787,0.5,npu,7.096,1.583,edge,tls,True,1,0,False,low,18.234,1,,6.869,18.422,0
331,2025-09-24T08:30:39,aut_64702,autonomous_vehicle,Mumbai,edge_005,2.638,slice_1,URLLC,QUIC,57.744,51.65,0.43,0.299,107.724,138,0.0,0,-84,42.77,50.64,52.0,vehicular,control_command,45.582,0.1,tiny_ml,0.2,30.334,local,tls,True,0,0,False,medium,11.158,1,,0.191,2.828,1
332,2025-09-12T04:28:55,sma_26429,smart_meter,Mumbai,edge_009,6.173,slice_2,eMBB,HTTP/3,0.207,0.271,40.148,2.028,-6.302,66,0.964,0,-76,2.79,8.73,100.0,static,predictive_maintenance,25.451,0.5,gpu,34.297,0.053,edge,blockchain_enabled,True,1,0,True,high,35.283,1,,39.127,79.913,0
333,2025-09-08T00:13:46,sma_22648,smart_camera,Hyderabad,edge_039,0.828,slice_3,mMTC,TCP,6.928,5.023,14.73,0.766,12.868,706,0.0,1,-60,37.73,38.93,15.3,vehicular,video_analytics,45.882,1.0,none,11.258,13.804,edge,tls,True,0,0,False,high,42.398,1,,12.48,27.738,0
334,2025-09-02T16:17:33,aut_85777,autonomous_vehicle,Hyderabad,edge_034,1.586,slice_5,URLLC,HTTP/3,39.576,77.97,0.268,0.465,120.502,451,0.566,0,-67,65.47,82.21,47.8,mobile,voice_processing,9.192,0.1,gpu,0.132,17.406,edge,none,False,0,0,False,medium,22.054,1,,0.137,4.215,1
335,2025-09-22T14:06:09,dro_59756,drone,Ahmedabad,edge_014,7.738,slice_6,eMBB,HTTP/3,17.543,4.515,3.123,2.007,11.189,265,1.303,0,-67,38.28,49.99,61.8,vehicular,telemetry_aggregation,40.111,5.0,none,1.692,5.109,local,tls,True,0,0,False,medium,13.686,1,,1.54,7.053,0
336,2025-09-28T21:21:30,rob_39605,robotic_arm,Delhi,edge_027,2.101,slice_2,eMBB,UDP,38.272,46.637,2.215,1.214,86.252,190,0.0,0,-53,58.01,51.32,63.0,static,control_command,2.171,5.0,gpu,1.615,16.863,edge,blockchain_enabled,True,0,0,True,high,5.093,1,,1.898,5.331,0
337,2025-09-06T22:30:52,tra_87405,traffic_sensor,Bengaluru,edge_048,2.37,slice_4,eMBB,HTTP/3,4.027,3.758,8.215,1.354,17.114,79,1.53,0,-62,26.96,40.83,31.6,aerial,image_inference,90.429,1.0,edge_tpu,4.407,5.771,edge,blockchain_enabled,True,1,1,True,medium,4.37,1,,4.677,13.784,0
338,2025-09-25T02:22:39,tra_56674,traffic_sensor,Lucknow,edge_043,5.73,slice_9,mMTC,HTTP/3,2.736,1.944,12.738,0.88,10.82,285,0.759,0,-68,28.83,26.44,63.2,aerial,predictive_maintenance,7.687,5.0,gpu,10.383,1.101,cloud,tls,True,0,0,False,medium,12.687,1,,12.337,27.111,0
339,2025-10-01T08:23:27,ind_60152,industrial_sensor,Chennai,edge_044,5.211,slice_10,eMBB,HTTP/3,0.08,1.284,6.435,0.428,8.326,114,0.346,1,-72,21.67,23.28,55.0,aerial,telemetry_aggregation,7.889,10.0,none,3.68,0.784,edge,blockchain_enabled,True,0,0,True,low,14.005,1,,3.798,9.828,0
340,2025-09-07T18:48:03,sma_66414,smart_camera,Jaipur,edge_025,5.494,slice_8,mMTC,QUIC,2.236,1.618,10.457,0.38,5.419,665,1.818,2,-78,58.91,56.57,85.2,vehicular,anomaly_detection,7.604,1.0,none,6.217,3.829,edge,tls,True,0,0,False,medium,11.19,1,,7.016,20.938,0
341,2025-09-28T21:12:17,rob_96517,robotic_arm,Ahmedabad,edge_044,4.394,slice_9,eMBB,UDP,18.307,15.759,3.248,0.731,24.699,53,0.812,2,-68,52.58,17.88,100.0,aerial,video_analytics,299.775,1.0,edge_tpu,1.345,41.831,edge,tls,True,0,0,False,high,1.1,1,,1.513,2.533,0
342,2025-09-03T07:20:25,dro_86541,drone,Chennai,edge_049,1.526,slice_6,URLLC,CoAP,4.296,11.816,1.65,0.033,13.432,284,0.797,0,-60,49.96,26.83,84.4,mobile,predictive_maintenance,54.7,10.0,tiny_ml,0.912,9.308,local,tls,True,1,3,False,medium,1.225,1,,0.853,2.269,1
343,2025-09-24T08:59:53,dro_14899,drone,Kolkata,edge_043,0.15,slice_7,eMBB,HTTP/3,17.048,2.793,9.051,0.454,23.889,287,1.109,0,-77,44.93,54.38,100.0,aerial,video_analytics,19.61,1.0,gpu,6.747,46.493,edge,tls,True,0,0,False,high,14.254,1,,7.999,19.883,0
344,2025-10-01T20:19:34,dro_31840,drone,Chennai,edge_020,4.927,slice_2,eMBB,UDP,15.195,20.998,4.859,2.451,36.197,923,1.27,1,-69,26.6,42.56,80.9,aerial,predictive_maintenance,1969.592,10.0,edge_tpu,3.348,14.686,cloud,tls,True,1,1,False,medium,5.121,1,,2.708,5.168,0
345,2025-09-12T04:21:48,rob_65981,robotic_arm,Mumbai,edge_023,3.496,slice_9,mMTC,UDP,0.007,23.282,2.039,0.555,27.058,98,1.132,0,-63,68.93,84.7,85.6,aerial,voice_processing,45.175,5.0,tiny_ml,1.714,8.002,edge,tls,True,1,1,False,medium,21.008,1,,1.898,0.218,0
346,2025-09-26T05:36:50,ind_85608,industrial_sensor,Jaipur,edge_014,1.037,slice_9,mMTC,UDP,0.403,1.485,7.843,1.545,-6.04,108,0.829,0,-74,22.34,21.22,93.2,static,anomaly_detection,10.596,1.0,npu,5.825,1.213,local,blockchain_enabled,True,0,0,True,medium,19.54,1,,6.91,15.942,0
347,2025-09-11T21:09:43,dro_18444,drone,Delhi,edge_027,1.668,slice_3,eMBB,HTTP/3,3.02,20.1,6.747,0.84,21.663,1114,0.0,2,-63,41.38,67.01,99.2,mobile,control_command,104.197,1.0,edge_tpu,6.043,10.333,edge,tls,True,1,1,False,medium,19.491,1,,5.654,8.312,0
348,2025-09-15T05:43:55,wea_30887,wearable,Pune,edge_009,4.862,slice_5,mMTC,TCP,0.415,0.051,19.951,1.5,6.558,171,1.656,0,-72,6.43,15.26,63.7,aerial,anomaly_detection,113.575,0.1,none,10.953,0.277,edge,blockchain_enabled,True,0,0,True,high,31.489,0,,11.602,28.657,0
349,2025-09-06T09:12:51,dro_98037,drone,Bengaluru,edge_026,7.298,slice_9,URLLC,CoAP,6.967,9.727,5.559,1.963,30.624,61,0.997,0,-64,48.62,29.89,100.0,vehicular,telemetry_aggregation,99.31,1.0,edge_tpu,3.095,6.585,cloud,blockchain_enabled,True,0,0,True,low,11.836,1,,3.172,12.001,1
350,2025-09-12T13:59:52,wea_65426,wearable,Mumbai,edge_010,3.988,slice_5,eMBB,QUIC,0.614,0.314,22.335,0.751,1.635,1053,0.727,1,-45,10.45,13.98,100.0,vehicular,telemetry_aggregation,14.799,1.0,tiny_ml,11.685,0.255,edge,tls,True,0,0,False,medium,31.611,1,,12.907,35.628,0
351,2025-09-25T01:40:23,ind_57578,industrial_sensor,Chennai,edge_046,2.793,slice_10,eMBB,HTTP/3,1.518,0.383,4.209,1.126,1.699,400,0.752,0,-54,27.74,32.4,40.0,mobile,control_command,174.682,0.1,gpu,3.584,0.992,cloud,blockchain_enabled,True,1,2,True,medium,-3.173,1,,4.109,13.174,0
352,2025-09-20T20:36:04,wea_67986,wearable,Kolkata,edge_001,1.4,slice_4,eMBB,HTTP/3,0.626,0.581,12.773,0.711,2.957,95,0.53,0,-59,7.14,15.33,77.0,vehicular,anomaly_detection,53.36,50.0,npu,10.643,0.394,local,tls,True,0,0,False,low,19.618,1,,11.082,21.241,0
353,2025-09-18T03:38:57,rob_64127,robotic_arm,Kolkata,edge_046,3.387,slice_3,URLLC,TCP,25.033,4.36,1.684,0.785,23.23,236,0.0,0,-56,41.88,72.37,38.1,vehicular,control_command,16.17,1.0,edge_tpu,1.204,15.788,edge,tls,True,0,0,False,medium,13.75,1,,1.356,3.758,1
354,2025-09-16T19:59:18,tra_36224,traffic_sensor,Lucknow,edge_021,2.131,slice_4,URLLC,QUIC,1.619,3.249,12.992,0.167,9.647,424,1.072,0,-76,26.89,30.21,58.9,aerial,image_inference,379.836,0.5,npu,6.89,4.035,cloud,blockchain_enabled,True,0,0,True,medium,13.423,1,,6.373,21.564,1
355,2025-09-06T02:19:53,sma_36039,smart_meter,Chennai,edge_027,4.174,slice_7,eMBB,CoAP,0.221,0.015,57.081,4.182,2.478,684,0.382,1,-47,4.55,5.13,50.5,mobile,telemetry_aggregation,189.819,0.1,npu,27.649,0.03,cloud,tls,True,0,0,False,medium,55.115,1,,24.647,79.216,0
356,2025-09-06T07:45:49,sma_29562,smart_meter,Bengaluru,edge_024,0.856,slice_9,URLLC,QUIC,0.071,0.023,37.168,0.081,-6.508,128,0.0,1,-57,3.36,4.45,60.2,static,video_analytics,26.078,50.0,npu,19.814,0.214,cloud,tls,True,0,0,False,medium,43.228,1,,19.264,60.527,1
357,2025-10-01T03:08:48,tra_37080,traffic_sensor,Delhi,edge_014,4.944,slice_7,eMBB,HTTP/3,2.024,7.456,8.244,0.519,12.827,101,0.168,2,-52,26.22,44.21,75.1,mobile,voice_processing,16.859,5.0,gpu,5.186,1.17,edge,tls,True,0,0,False,high,13.113,1,,5.555,16.331,0
358,2025-09-12T07:15:04,dro_62108,drone,Kolkata,edge_046,1.81,slice_10,eMBB,HTTP/3,0.449,2.431,6.056,0.004,-0.419,213,0.68,0,-67,34.48,32.66,63.8,mobile,voice_processing,631.254,5.0,none,4.852,10.561,edge,tls,True,0,0,False,medium,12.089,1,,4.245,6.473,0
359,2025-09-26T11:50:01,sma_43247,smart_camera,Kolkata,edge_040,3.1,slice_6,mMTC,HTTP/3,7.251,8.561,13.794,0.916,15.477,83,1.373,0,-72,36.43,55.35,94.5,mobile,anomaly_detection,222.141,1.0,npu,7.706,6.025,local,tls,True,1,2,False,medium,25.114,1,,8.262,22.943,0
360,2025-09-04T03:27:08,aut_51060,autonomous_vehicle,Jaipur,edge_009,0.558,slice_5,mMTC,TCP,29.484,36.11,3.021,1.195,68.406,63,2.414,0,-65,81.57,28.55,89.9,vehicular,control_command,104.313,0.5,npu,1.95,20.169,cloud,tls,True,0,0,False,low,-0.493,1,,1.867,7.046,0
361,2025-09-11T04:06:26,rob_16975,robotic_arm,Pune,edge_010,6.169,slice_8,URLLC,HTTP/3,8.212,11.949,1.798,0.627,13.435,647,0.0,0,-59,31.7,81.36,84.8,aerial,telemetry_aggregation,20.364,5.0,gpu,1.162,8.195,edge,tls,True,0,0,False,low,-10.844,1,,1.299,2.327,1
362,2025-09-06T13:01:33,aut_55823,autonomous_vehicle,Delhi,edge_014,0.79,slice_9,mMTC,UDP,36.218,60.658,2.335,0.268,97.299,344,0.926,1,-70,98.07,76.27,34.9,static,telemetry_aggregation,28.875,0.1,edge_tpu,1.831,18.656,local,dtls,True,1,1,False,medium,-1.32,1,,1.492,0.387,0
363,2025-09-07T22:07:46,sma_47261,smart_camera,Chennai,edge_026,1.276,slice_2,mMTC,UDP,5.942,5.589,13.347,0.704,18.865,1266,2.159,1,-57,60.13,73.51,92.3,aerial,video_analytics,13.404,0.5,none,11.811,17.404,local,tls,True,0,0,False,medium,15.826,0,,12.605,27.787,0
364,2025-09-08T06:40:07,dro_84600,drone,Pune,edge_014,0.432,slice_6,eMBB,UDP,9.491,4.225,5.026,0.472,18.001,369,0.0,1,-67,31.29,37.35,80.2,static,control_command,116.107,0.5,gpu,2.235,9.369,hybrid,tls,True,0,0,False,low,17.854,1,,2.369,15.029,0
365,2025-09-09T11:34:46,tra_47347,traffic_sensor,Delhi,edge_008,0.525,slice_5,mMTC,CoAP,2.178,5.039,11.855,1.283,0.153,598,0.69,1,-73,24.05,48.53,62.9,vehicular,predictive_maintenance,15.122,50.0,edge_tpu,8.08,3.102,edge,tls,True,1,2,False,medium,27.304,1,,9.505,21.199,0
366,2025-09-11T01:07:12,dro_90460,drone,Kolkata,edge_028,1.569,slice_6,URLLC,CoAP,13.571,8.93,3.507,0.061,21.676,358,0.0,0,-64,46.91,40.0,48.9,aerial,image_inference,47.667,100.0,gpu,1.542,23.729,edge,dtls,True,0,0,False,low,7.598,1,,1.674,10.889,1
367,2025-09-16T14:00:04,ind_99694,industrial_sensor,Ahmedabad,edge_016,6.721,slice_1,eMBB,QUIC,0.705,0.24,3.931,0.081,-1.934,534,0.0,0,-77,30.45,36.17,66.0,aerial,predictive_maintenance,39.703,1.0,npu,2.073,1.097,edge,tls,True,0,0,False,high,24.14,1,,2.319,4.993,0
368,2025-09-24T11:17:34,aut_96714,autonomous_vehicle,Bengaluru,edge_012,3.073,slice_2,eMBB,QUIC,58.693,64.845,2.872,0.103,123.861,136,0.863,2,-83,51.66,62.53,92.2,aerial,control_command,29.568,5.0,gpu,1.418,26.685,hybrid,tls,True,0,0,False,high,16.66,1,,1.647,6.166,0
369,2025-09-07T03:53:02,sma_98265,smart_meter,Ahmedabad,edge_028,4.919,slice_2,URLLC,HTTP/3,0.147,0.228,8.258,1.67,-4.246,76,0.0,0,-62,3.42,8.88,92.2,aerial,image_inference,310.845,10.0,gpu,7.28,0.099,edge,tls,True,0,0,False,medium,27.078,1,,7.79,19.363,1
370,2025-09-08T13:25:07,aut_26395,autonomous_vehicle,Hyderabad,edge_001,3.318,slice_4,mMTC,UDP,40.179,97.792,1.39,0.4,137.479,276,0.65,0,-71,59.06,78.82,45.0,aerial,image_inference,75.426,100.0,tiny_ml,1.091,93.397,local,dtls,True,0,0,False,high,7.846,1,,0.999,3.364,0
371,2025-09-09T09:35:04,aut_31771,autonomous_vehicle,Jaipur,edge_048,2.251,slice_8,eMBB,QUIC,42.765,44.688,2.614,0.624,79.111,88,1.458,0,-66,61.21,79.59,10.9,static,predictive_maintenance,53.024,10.0,tiny_ml,1.589,20.571,edge,tls,True,0,0,False,medium,0.729,1,,1.824,4.545,0
372,2025-09-25T15:58:27,sma_14851,smart_meter,Jaipur,edge_026,4.352,slice_10,eMBB,CoAP,0.085,0.048,33.211,1.796,-4.357,246,0.0,0,-67,3.32,7.44,58.5,static,video_analytics,73.982,5.0,npu,28.111,0.17,local,blockchain_enabled,True,1,0,True,medium,45.425,1,,30.895,67.284,0
373,2025-09-18T20:00:33,rob_91618,robotic_arm,Kolkata,edge_029,0.858,slice_4,URLLC,QUIC,16.086,0.014,1.669,0.189,9.753,875,0.0,0,-57,39.9,54.94,51.8,vehicular,image_inference,6.617,5.0,tiny_ml,1.405,26.961,edge,tls,True,0,0,False,medium,7.662,1,,1.363,9.706,1
374,2025-09-19T11:43:40,tra_98225,traffic_sensor,Bengaluru,edge_031,1.268,slice_2,eMBB,TCP,3.429,2.59,10.518,0.373,7.493,377,1.83,1,-67,22.96,32.0,60.0,static,video_analytics,3.36,5.0,none,7.136,7.49,local,tls,True,0,0,False,low,8.234,1,,7.737,20.157,0
375,2025-09-09T16:47:18,sma_56798,smart_meter,Ahmedabad,edge_012,3.234,slice_6,mMTC,QUIC,0.012,0.288,55.081,1.321,-4.308,183,1.378,2,-64,6.76,7.54,85.8,vehicular,image_inference,14.501,5.0,edge_tpu,37.373,0.105,cloud,tls,True,1,2,False,low,53.833,1,,42.87,97.403,0
376,2025-09-23T06:06:17,aut_16608,autonomous_vehicle,Mumbai,edge_030,2.205,slice_10,mMTC,UDP,26.867,31.665,2.375,0.687,67.034,137,1.472,0,-70,86.21,42.36,97.0,static,image_inference,11.602,0.5,npu,1.815,92.618,edge,blockchain_enabled,True,1,2,True,medium,27.698,1,,2.16,4.966,0
377,2025-09-09T11:46:02,rob_23014,robotic_arm,Chennai,edge_042,0.853,slice_2,mMTC,UDP,30.438,17.551,3.934,0.698,51.469,315,0.451,1,-64,48.82,68.29,53.9,mobile,anomaly_detection,80.65,10.0,tiny_ml,2.097,18.031,local,tls,True,0,0,False,medium,15.496,1,,2.476,14.969,0
378,2025-09-27T17:05:13,wea_29871,wearable,Hyderabad,edge_027,0.146,slice_7,mMTC,CoAP,0.283,0.009,29.673,0.07,-0.191,212,0.216,0,-52,11.85,13.48,49.5,vehicular,telemetry_aggregation,84.531,5.0,npu,19.545,0.221,cloud,blockchain_enabled,True,0,0,True,high,39.906,1,,18.179,49.257,0
379,2025-09-23T01:43:50,tra_31538,traffic_sensor,Kolkata,edge_004,2.655,slice_3,URLLC,CoAP,2.104,3.277,11.448,1.258,11.825,750,1.38,0,-53,23.11,46.78,60.8,vehicular,control_command,31.991,50.0,none,8.709,2.189,hybrid,dtls,True,0,0,False,medium,14.901,1,,8.436,19.101,1
380,2025-10-01T15:10:06,sma_79178,smart_meter,Kolkata,edge_010,3.123,slice_9,eMBB,TCP,0.071,0.377,71.851,3.557,-1.597,1083,0.478,0,-69,6.3,8.93,61.0,aerial,predictive_maintenance,7.688,1.0,edge_tpu,42.751,0.053,edge,tls,True,0,0,False,medium,77.21,1,,36.074,105.49,0
381,2025-09-06T12:08:32,sma_38014,smart_meter,Ahmedabad,edge_033,3.204,slice_3,eMBB,HTTP/3,0.151,0.534,62.071,4.535,-6.577,231,0.087,1,-67,3.9,8.54,54.0,vehicular,anomaly_detection,31.139,1.0,npu,36.404,0.042,local,tls,True,0,0,False,medium,63.969,1,,32.728,90.321,0
382,2025-09-08T01:20:37,sma_95322,smart_camera,Delhi,edge_029,4.302,slice_8,mMTC,HTTP/3,0.007,9.14,13.349,0.608,9.138,106,0.019,2,-78,39.88,62.82,80.7,mobile,video_analytics,15.687,100.0,tiny_ml,9.828,15.763,cloud,secure_element,True,0,0,False,medium,35.922,1,,11.331,26.771,0
383,2025-09-17T21:58:08,wea_23792,wearable,Lucknow,edge_034,0.281,slice_6,mMTC,QUIC,0.593,0.715,12.765,0.276,-0.66,231,0.685,1,-82,7.27,14.47,97.7,static,telemetry_aggregation,248.408,0.5,none,7.463,0.221,edge,tls,True,0,0,False,medium,11.666,1,,7.048,22.777,0
384,2025-09-30T08:45:46,tra_44562,traffic_sensor,Kolkata,edge_032,3.977,slice_8,eMBB,TCP,0.858,1.326,5.618,0.315,7.608,69,1.498,0,-65,15.13,29.83,76.5,aerial,predictive_maintenance,82.591,1.0,tiny_ml,2.579,1.432,hybrid,tls,True,0,0,False,high,25.101,1,,2.703,8.131,0
385,2025-09-19T22:18:09,ind_83272,industrial_sensor,Lucknow,edge_008,1.761,slice_2,eMBB,QUIC,0.942,0.352,9.072,0.342,0.219,224,0.424,0,-62,24.17,25.27,75.4,vehicular,control_command,113.808,1.0,tiny_ml,4.274,0.31,cloud,tls,True,1,2,False,medium,6.679,1,,4.558,14.585,0
386,2025-09-12T11:10:13,sma_47156,smart_meter,Jaipur,edge_012,0.189,slice_6,URLLC,HTTP/3,0.371,0.377,50.539,2.557,-8.136,988,0.0,1,-72,4.18,6.9,100.0,aerial,image_inference,27.635,5.0,none,35.522,0.107,cloud,tls,True,0,0,False,medium,57.226,1,,39.526,87.554,1
387,2025-09-23T19:12:34,rob_68973,robotic_arm,Chennai,edge_010,4.659,slice_10,mMTC,QUIC,10.492,28.34,2.438,0.116,31.834,1125,1.953,0,-61,62.16,47.46,31.6,aerial,image_inference,133.471,1.0,tiny_ml,1.672,46.146,cloud,tls,True,0,0,False,medium,6.263,1,,1.46,5.297,0
388,2025-09-29T03:41:34,aut_94399,autonomous_vehicle,Hyderabad,edge_006,7.234,slice_1,eMBB,CoAP,12.224,70.155,1.564,0.763,86.678,281,1.839,1,-56,76.87,74.22,57.5,static,video_analytics,42.355,10.0,edge_tpu,1.241,96.004,local,blockchain_enabled,True,0,0,True,high,5.915,1,,1.144,5.152,0
389,2025-09-27T21:37:24,rob_21094,robotic_arm,Chennai,edge_039,0.856,slice_8,eMBB,UDP,23.685,20.168,2.451,1.259,45.753,202,2.125,0,-77,58.5,53.6,82.0,vehicular,predictive_maintenance,5.139,5.0,none,1.33,10.893,edge,tls,True,0,0,False,high,11.325,1,,1.303,3.149,0
390,2025-09-21T18:30:40,ind_50212,industrial_sensor,Bengaluru,edge_044,0.481,slice_6,eMBB,HTTP/3,1.297,2.441,3.944,1.513,2.84,690,0.236,0,-68,12.16,18.81,73.7,mobile,image_inference,12.132,50.0,gpu,1.816,1.847,cloud,tls,True,1,3,False,high,13.09,1,,1.718,11.733,0
391,2025-09-26T16:35:11,wea_74615,wearable,Ahmedabad,edge_049,6.952,slice_5,mMTC,HTTP/3,0.009,0.735,32.103,2.513,-2.402,670,2.708,1,-61,9.99,14.96,6.8,aerial,predictive_maintenance,53.815,5.0,edge_tpu,22.25,0.441,edge,tls,True,0,0,False,high,39.359,1,,26.548,57.14,0
392,2025-09-29T14:03:13,ind_49926,industrial_sensor,Jaipur,edge_027,2.174,slice_9,mMTC,HTTP/3,1.069,2.039,5.854,1.022,1.78,230,1.962,1,-75,18.92,37.45,64.0,mobile,image_inference,29.898,100.0,npu,2.345,2.179,edge,tls,True,0,0,False,medium,10.924,1,,2.659,10.363,0
393,2025-09-10T03:00:48,sma_95597,smart_meter,Pune,edge_001,5.051,slice_5,eMBB,UDP,0.084,0.387,83.973,2.578,8.835,149,0.241,1,-70,5.67,9.11,85.5,vehicular,predictive_maintenance,599.886,5.0,tiny_ml,50.187,0.039,edge,tls,True,0,0,False,high,81.718,1,,49.779,137.297,0
394,2025-09-12T05:39:28,sma_66618,smart_meter,Ahmedabad,edge_040,0.601,slice_6,eMBB,TCP,0.138,0.132,48.288,0.99,-0.171,430,0.86,0,-68,2.72,10.38,39.1,vehicular,control_command,307.419,0.5,npu,36.019,0.017,local,secure_element,True,0,0,False,medium,61.3,1,,41.483,90.539,0
395,2025-09-02T11:09:34,rob_10560,robotic_arm,Bengaluru,edge_044,2.884,slice_8,eMBB,UDP,16.565,15.765,2.846,0.892,37.631,295,0.612,1,-69,34.44,64.8,100.0,static,predictive_maintenance,32.786,0.5,edge_tpu,1.314,16.039,edge,blockchain_enabled,True,0,0,True,low,11.538,1,,1.234,4.515,0
396,2025-09-10T14:26:13,dro_60692,drone,Pune,edge_050,2.096,slice_4,eMBB,QUIC,8.872,8.976,5.844,2.163,9.219,77,0.104,2,-71,64.41,49.92,13.3,vehicular,image_inference,45.055,5.0,tiny_ml,2.984,26.857,cloud,none,False,0,0,False,low,4.805,0,,3.325,5.882,0
397,2025-09-25T22:11:50,sma_46799,smart_camera,Lucknow,edge_046,0.42,slice_7,URLLC,HTTP/3,14.211,12.15,7.588,1.354,19.749,71,1.076,1,-74,61.86,57.31,65.7,mobile,telemetry_aggregation,44.895,5.0,tiny_ml,3.283,3.256,edge,tls,True,1,3,False,high,6.14,1,,2.92,15.58,1
398,2025-09-13T01:35:54,sma_84698,smart_meter,Delhi,edge_034,1.576,slice_1,mMTC,CoAP,0.055,0.106,91.908,2.397,0.242,108,1.02,0,-72,4.94,8.42,24.6,aerial,telemetry_aggregation,307.236,1.0,gpu,76.001,0.035,edge,tls,True,0,0,False,medium,91.523,1,,84.28,176.678,0
399,2025-09-07T21:48:40,tra_45918,traffic_sensor,Ahmedabad,edge_044,0.579,slice_9,eMBB,UDP,1.266,1.319,9.845,0.228,-1.868,115,0.069,2,-74,24.74,22.1,71.9,aerial,predictive_maintenance,125.661,0.5,npu,8.27,2.028,edge,tls,True,0,0,False,low,11.981,0,,8.126,20.583,0
400,2025-09-05T14:43:44,wea_65550,wearable,Hyderabad,edge_016,4.144,slice_2,eMBB,TCP,0.909,0.51,13.657,0.219,2.937,935,0.672,0,-68,8.92,18.02,1.7,vehicular,telemetry_aggregation,104.96,5.0,none,11.148,0.295,hybrid,tls,True,0,0,False,low,20.502,1,,9.398,26.073,0
401,2025-10-01T03:00:33,wea_19556,wearable,Jaipur,edge_040,5.317,slice_8,URLLC,QUIC,1.043,0.603,3.714,0.118,0.078,205,0.0,1,-73,8.04,18.2,50.1,vehicular,control_command,54.293,5.0,none,2.976,0.319,local,tls,True,1,3,False,high,6.172,1,,2.706,5.535,1
402,2025-09-06T22:38:14,tra_18623,traffic_sensor,Pune,edge_044,5.35,slice_7,URLLC,QUIC,0.136,1.967,9.81,0.842,3.263,175,2.334,0,-55,15.84,29.15,95.2,static,video_analytics,12.179,10.0,edge_tpu,4.421,3.369,edge,tls,True,0,0,False,medium,15.587,1,,4.248,14.465,1
403,2025-09-27T02:35:47,sma_69516,smart_camera,Lucknow,edge_022,2.335,slice_1,URLLC,QUIC,6.274,6.746,5.995,0.454,24.878,55,0.295,0,-49,44.0,59.55,80.0,mobile,telemetry_aggregation,32.232,0.5,none,3.731,3.722,cloud,blockchain_enabled,True,1,3,True,high,5.447,1,,4.103,15.101,1
404,2025-09-17T03:07:04,sma_26735,smart_camera,Kolkata,edge_038,4.838,slice_6,mMTC,HTTP/3,13.685,2.166,16.19,0.533,21.219,300,1.47,0,-70,34.32,51.67,43.5,vehicular,video_analytics,7.498,0.1,npu,11.8,22.842,edge,blockchain_enabled,True,1,1,True,high,28.889,1,,9.784,23.622,0
405,2025-09-18T16:34:28,sma_65320,smart_camera,Hyderabad,edge_013,4.611,slice_2,mMTC,HTTP/3,6.458,7.338,11.989,0.184,24.223,1230,2.167,2,-71,40.61,62.08,88.1,vehicular,voice_processing,33.277,50.0,gpu,6.766,3.395,edge,secure_element,True,0,0,False,high,27.712,1,,7.198,26.571,0
